entity_id,period_id,period,year,month,entity_period_id,company_id,company_name
3,5,P5-20,2020,5,3005,11,venuplus
3,6,P6-20,2020,6,3006,11,venuplus
3,7,P7-20,2020,7,3007,11,venuplus
3,8,P8-20,2020,8,3008,11,venuplus
3,9,P9-20,2020,9,3009,11,venuplus
3,10,P10-20,2020,10,3010,11,venuplus
3,11,P11-20,2020,11,3011,11,venuplus
3,12,P12-20,2020,12,3012,11,venuplus
3,13,P1-21,2021,1,3013,11,venuplus
3,14,P2-21,2021,2,3014,11,venuplus
3,15,P3-21,2021,3,3015,11,venuplus
3,16,P4-21,2021,4,3016,11,venuplus
3,17,P5-21,2021,5,3017,11,venuplus
3,18,P6-21,2021,6,3018,11,venuplus
3,19,P7-21,2021,7,3019,11,venuplus
3,20,P8-21,2021,8,3020,11,venuplus
3,21,P9-21,2021,9,3021,11,venuplus
3,22,P10-21,2021,10,3022,11,venuplus
3,23,P11-21,2021,11,3023,11,venuplus
3,24,P12-21,2021,12,3024,11,venuplus
3,25,P1-22,2022,1,3025,11,venuplus
3,26,P2-22,2022,2,3026,11,venuplus
3,27,P3-22,2022,3,3027,11,venuplus
3,28,P4-22,2022,4,3028,11,venuplus
3,29,P5-22,2022,5,3029,11,venuplus
3,30,P6-22,2022,6,3030,11,venuplus
3,31,P7-22,2022,7,3031,11,venuplus
3,32,P8-22,2022,8,3032,11,venuplus
3,33,P9-22,2022,9,3033,11,venuplus
3,34,P10-22,2022,10,3034,11,venuplus
3,35,P11-22,2022,11,3035,11,venuplus
3,36,P12-22,2022,12,3036,11,venuplus
3,37,P1-23,2023,1,3037,11,venuplus
3,38,P2-23,2023,2,3038,11,venuplus
3,39,P3-23,2023,3,3039,11,venuplus
3,40,P4-23,2023,4,3040,11,venuplus
3,41,P5-23,2023,5,3041,11,venuplus
3,42,P6-23,2023,6,3042,11,venuplus
3,43,P7-23,2023,7,3043,11,venuplus
3,44,P8-23,2023,8,3044,11,venuplus
3,45,P9-23,2023,9,3045,11,venuplus
3,46,P10-23,2023,10,3046,11,venuplus
3,47,P11-23,2023,11,3047,11,venuplus
3,48,P12-23,2023,12,3048,11,venuplus
3,49,P1-24,2024,1,3049,11,venuplus
3,50,P2-24,2024,2,3050,11,venuplus
3,51,P3-24,2024,3,3051,11,venuplus
3,52,P4-24,2024,4,3052,11,venuplus
3,53,P5-24,2024,5,3053,11,venuplus
3,54,P6-24,2024,6,3054,11,venuplus
3,55,P7-24,2024,7,3055,11,venuplus
3,56,P8-24,2024,8,3056,11,venuplus
3,57,P9-24,2024,9,3057,11,venuplus
3,58,P10-24,2024,10,3058,11,venuplus
4,1,P1-20,2020,1,4001,11,venuplus
4,2,P2-20,2020,2,4002,11,venuplus
4,3,P3-20,2020,3,4003,11,venuplus
4,4,P4-20,2020,4,4004,11,venuplus
4,5,P5-20,2020,5,4005,11,venuplus
4,6,P6-20,2020,6,4006,11,venuplus
4,7,P7-20,2020,7,4007,11,venuplus
4,8,P8-20,2020,8,4008,11,venuplus
4,9,P9-20,2020,9,4009,11,venuplus
4,10,P10-20,2020,10,4010,11,venuplus
4,11,P11-20,2020,11,4011,11,venuplus
4,12,P12-20,2020,12,4012,11,venuplus
4,13,P1-21,2021,1,4013,11,venuplus
4,14,P2-21,2021,2,4014,11,venuplus
4,15,P3-21,2021,3,4015,11,venuplus
4,16,P4-21,2021,4,4016,11,venuplus
4,17,P5-21,2021,5,4017,11,venuplus
4,18,P6-21,2021,6,4018,11,venuplus
4,19,P7-21,2021,7,4019,11,venuplus
4,20,P8-21,2021,8,4020,11,venuplus
4,21,P9-21,2021,9,4021,11,venuplus
4,22,P10-21,2021,10,4022,11,venuplus
4,23,P11-21,2021,11,4023,11,venuplus
4,24,P12-21,2021,12,4024,11,venuplus
4,25,P1-22,2022,1,4025,11,venuplus
4,26,P2-22,2022,2,4026,11,venuplus
4,27,P3-22,2022,3,4027,11,venuplus
4,28,P4-22,2022,4,4028,11,venuplus
4,29,P5-22,2022,5,4029,11,venuplus
4,30,P6-22,2022,6,4030,11,venuplus
4,31,P7-22,2022,7,4031,11,venuplus
4,32,P8-22,2022,8,4032,11,venuplus
4,33,P9-22,2022,9,4033,11,venuplus
4,34,P10-22,2022,10,4034,11,venuplus
4,35,P11-22,2022,11,4035,11,venuplus
4,36,P12-22,2022,12,4036,11,venuplus
4,37,P1-23,2023,1,4037,11,venuplus
4,38,P2-23,2023,2,4038,11,venuplus
4,39,P3-23,2023,3,4039,11,venuplus
4,40,P4-23,2023,4,4040,11,venuplus
4,41,P5-23,2023,5,4041,11,venuplus
4,42,P6-23,2023,6,4042,11,venuplus
4,43,P7-23,2023,7,4043,11,venuplus
4,44,P8-23,2023,8,4044,11,venuplus
4,45,P9-23,2023,9,4045,11,venuplus
4,46,P10-23,2023,10,4046,11,venuplus
4,47,P11-23,2023,11,4047,11,venuplus
4,48,P12-23,2023,12,4048,11,venuplus
4,49,P1-24,2024,1,4049,11,venuplus
4,50,P2-24,2024,2,4050,11,venuplus
4,51,P3-24,2024,3,4051,11,venuplus
4,52,P4-24,2024,4,4052,11,venuplus
4,53,P5-24,2024,5,4053,11,venuplus
4,54,P6-24,2024,6,4054,11,venuplus
4,55,P7-24,2024,7,4055,11,venuplus
4,56,P8-24,2024,8,4056,11,venuplus
4,57,P9-24,2024,9,4057,11,venuplus
4,58,P10-24,2024,10,4058,11,venuplus
5,1,P1-20,2020,1,5001,11,venuplus
5,2,P2-20,2020,2,5002,11,venuplus
5,3,P3-20,2020,3,5003,11,venuplus
5,4,P4-20,2020,4,5004,11,venuplus
5,5,P5-20,2020,5,5005,11,venuplus
5,6,P6-20,2020,6,5006,11,venuplus
5,7,P7-20,2020,7,5007,11,venuplus
5,8,P8-20,2020,8,5008,11,venuplus
5,9,P9-20,2020,9,5009,11,venuplus
5,10,P10-20,2020,10,5010,11,venuplus
5,11,P11-20,2020,11,5011,11,venuplus
5,12,P12-20,2020,12,5012,11,venuplus
5,13,P1-21,2021,1,5013,11,venuplus
5,14,P2-21,2021,2,5014,11,venuplus
5,15,P3-21,2021,3,5015,11,venuplus
5,16,P4-21,2021,4,5016,11,venuplus
5,17,P5-21,2021,5,5017,11,venuplus
5,18,P6-21,2021,6,5018,11,venuplus
5,19,P7-21,2021,7,5019,11,venuplus
5,20,P8-21,2021,8,5020,11,venuplus
5,21,P9-21,2021,9,5021,11,venuplus
5,22,P10-21,2021,10,5022,11,venuplus
5,23,P11-21,2021,11,5023,11,venuplus
5,24,P12-21,2021,12,5024,11,venuplus
5,25,P1-22,2022,1,5025,11,venuplus
5,26,P2-22,2022,2,5026,11,venuplus
5,27,P3-22,2022,3,5027,11,venuplus
5,28,P4-22,2022,4,5028,11,venuplus
5,29,P5-22,2022,5,5029,11,venuplus
5,30,P6-22,2022,6,5030,11,venuplus
5,31,P7-22,2022,7,5031,11,venuplus
5,32,P8-22,2022,8,5032,11,venuplus
5,33,P9-22,2022,9,5033,11,venuplus
5,34,P10-22,2022,10,5034,11,venuplus
5,35,P11-22,2022,11,5035,11,venuplus
5,36,P12-22,2022,12,5036,11,venuplus
5,37,P1-23,2023,1,5037,11,venuplus
5,38,P2-23,2023,2,5038,11,venuplus
5,39,P3-23,2023,3,5039,11,venuplus
5,40,P4-23,2023,4,5040,11,venuplus
5,41,P5-23,2023,5,5041,11,venuplus
5,42,P6-23,2023,6,5042,11,venuplus
5,43,P7-23,2023,7,5043,11,venuplus
5,44,P8-23,2023,8,5044,11,venuplus
5,45,P9-23,2023,9,5045,11,venuplus
5,46,P10-23,2023,10,5046,11,venuplus
5,47,P11-23,2023,11,5047,11,venuplus
5,48,P12-23,2023,12,5048,11,venuplus
5,49,P1-24,2024,1,5049,11,venuplus
5,50,P2-24,2024,2,5050,11,venuplus
5,51,P3-24,2024,3,5051,11,venuplus
5,52,P4-24,2024,4,5052,11,venuplus
5,53,P5-24,2024,5,5053,11,venuplus
5,54,P6-24,2024,6,5054,11,venuplus
5,55,P7-24,2024,7,5055,11,venuplus
5,56,P8-24,2024,8,5056,11,venuplus
5,57,P9-24,2024,9,5057,11,venuplus
5,58,P10-24,2024,10,5058,11,venuplus
6,1,P1-20,2020,1,6001,11,venuplus
6,2,P2-20,2020,2,6002,11,venuplus
6,3,P3-20,2020,3,6003,11,venuplus
6,4,P4-20,2020,4,6004,11,venuplus
6,5,P5-20,2020,5,6005,11,venuplus
6,6,P6-20,2020,6,6006,11,venuplus
6,7,P7-20,2020,7,6007,11,venuplus
6,8,P8-20,2020,8,6008,11,venuplus
6,9,P9-20,2020,9,6009,11,venuplus
6,10,P10-20,2020,10,6010,11,venuplus
6,11,P11-20,2020,11,6011,11,venuplus
6,12,P12-20,2020,12,6012,11,venuplus
6,13,P1-21,2021,1,6013,11,venuplus
6,14,P2-21,2021,2,6014,11,venuplus
6,15,P3-21,2021,3,6015,11,venuplus
6,16,P4-21,2021,4,6016,11,venuplus
6,17,P5-21,2021,5,6017,11,venuplus
6,18,P6-21,2021,6,6018,11,venuplus
6,19,P7-21,2021,7,6019,11,venuplus
6,20,P8-21,2021,8,6020,11,venuplus
6,21,P9-21,2021,9,6021,11,venuplus
6,22,P10-21,2021,10,6022,11,venuplus
6,23,P11-21,2021,11,6023,11,venuplus
6,24,P12-21,2021,12,6024,11,venuplus
6,25,P1-22,2022,1,6025,11,venuplus
6,26,P2-22,2022,2,6026,11,venuplus
6,27,P3-22,2022,3,6027,11,venuplus
6,28,P4-22,2022,4,6028,11,venuplus
6,29,P5-22,2022,5,6029,11,venuplus
6,30,P6-22,2022,6,6030,11,venuplus
6,31,P7-22,2022,7,6031,11,venuplus
6,32,P8-22,2022,8,6032,11,venuplus
6,33,P9-22,2022,9,6033,11,venuplus
6,34,P10-22,2022,10,6034,11,venuplus
6,35,P11-22,2022,11,6035,11,venuplus
6,36,P12-22,2022,12,6036,11,venuplus
6,37,P1-23,2023,1,6037,11,venuplus
6,38,P2-23,2023,2,6038,11,venuplus
6,39,P3-23,2023,3,6039,11,venuplus
6,40,P4-23,2023,4,6040,11,venuplus
6,41,P5-23,2023,5,6041,11,venuplus
6,42,P6-23,2023,6,6042,11,venuplus
6,43,P7-23,2023,7,6043,11,venuplus
6,44,P8-23,2023,8,6044,11,venuplus
6,45,P9-23,2023,9,6045,11,venuplus
6,46,P10-23,2023,10,6046,11,venuplus
6,47,P11-23,2023,11,6047,11,venuplus
6,48,P12-23,2023,12,6048,11,venuplus
6,49,P1-24,2024,1,6049,11,venuplus
6,50,P2-24,2024,2,6050,11,venuplus
6,51,P3-24,2024,3,6051,11,venuplus
6,52,P4-24,2024,4,6052,11,venuplus
6,53,P5-24,2024,5,6053,11,venuplus
6,54,P6-24,2024,6,6054,11,venuplus
6,55,P7-24,2024,7,6055,11,venuplus
6,56,P8-24,2024,8,6056,11,venuplus
6,57,P9-24,2024,9,6057,11,venuplus
6,58,P10-24,2024,10,6058,11,venuplus
7,1,P1-20,2020,1,7001,11,venuplus
7,2,P2-20,2020,2,7002,11,venuplus
7,3,P3-20,2020,3,7003,11,venuplus
7,4,P4-20,2020,4,7004,11,venuplus
7,5,P5-20,2020,5,7005,11,venuplus
7,6,P6-20,2020,6,7006,11,venuplus
7,7,P7-20,2020,7,7007,11,venuplus
7,8,P8-20,2020,8,7008,11,venuplus
7,9,P9-20,2020,9,7009,11,venuplus
7,10,P10-20,2020,10,7010,11,venuplus
7,11,P11-20,2020,11,7011,11,venuplus
7,12,P12-20,2020,12,7012,11,venuplus
7,13,P1-21,2021,1,7013,11,venuplus
7,14,P2-21,2021,2,7014,11,venuplus
7,15,P3-21,2021,3,7015,11,venuplus
7,16,P4-21,2021,4,7016,11,venuplus
7,17,P5-21,2021,5,7017,11,venuplus
7,18,P6-21,2021,6,7018,11,venuplus
7,19,P7-21,2021,7,7019,11,venuplus
7,20,P8-21,2021,8,7020,11,venuplus
7,21,P9-21,2021,9,7021,11,venuplus
7,22,P10-21,2021,10,7022,11,venuplus
7,23,P11-21,2021,11,7023,11,venuplus
7,24,P12-21,2021,12,7024,11,venuplus
7,25,P1-22,2022,1,7025,11,venuplus
7,26,P2-22,2022,2,7026,11,venuplus
7,27,P3-22,2022,3,7027,11,venuplus
7,28,P4-22,2022,4,7028,11,venuplus
7,29,P5-22,2022,5,7029,11,venuplus
7,30,P6-22,2022,6,7030,11,venuplus
7,31,P7-22,2022,7,7031,11,venuplus
7,32,P8-22,2022,8,7032,11,venuplus
7,33,P9-22,2022,9,7033,11,venuplus
7,34,P10-22,2022,10,7034,11,venuplus
7,35,P11-22,2022,11,7035,11,venuplus
7,36,P12-22,2022,12,7036,11,venuplus
7,37,P1-23,2023,1,7037,11,venuplus
7,38,P2-23,2023,2,7038,11,venuplus
7,39,P3-23,2023,3,7039,11,venuplus
7,40,P4-23,2023,4,7040,11,venuplus
7,41,P5-23,2023,5,7041,11,venuplus
7,42,P6-23,2023,6,7042,11,venuplus
7,43,P7-23,2023,7,7043,11,venuplus
7,44,P8-23,2023,8,7044,11,venuplus
7,45,P9-23,2023,9,7045,11,venuplus
7,46,P10-23,2023,10,7046,11,venuplus
7,47,P11-23,2023,11,7047,11,venuplus
7,48,P12-23,2023,12,7048,11,venuplus
7,49,P1-24,2024,1,7049,11,venuplus
7,50,P2-24,2024,2,7050,11,venuplus
7,51,P3-24,2024,3,7051,11,venuplus
7,52,P4-24,2024,4,7052,11,venuplus
7,53,P5-24,2024,5,7053,11,venuplus
7,54,P6-24,2024,6,7054,11,venuplus
7,55,P7-24,2024,7,7055,11,venuplus
7,56,P8-24,2024,8,7056,11,venuplus
7,57,P9-24,2024,9,7057,11,venuplus
7,58,P10-24,2024,10,7058,11,venuplus
8,1,P1-20,2020,1,8001,11,venuplus
8,2,P2-20,2020,2,8002,11,venuplus
8,3,P3-20,2020,3,8003,11,venuplus
8,4,P4-20,2020,4,8004,11,venuplus
8,5,P5-20,2020,5,8005,11,venuplus
8,6,P6-20,2020,6,8006,11,venuplus
8,7,P7-20,2020,7,8007,11,venuplus
8,8,P8-20,2020,8,8008,11,venuplus
8,9,P9-20,2020,9,8009,11,venuplus
8,10,P10-20,2020,10,8010,11,venuplus
8,11,P11-20,2020,11,8011,11,venuplus
8,12,P12-20,2020,12,8012,11,venuplus
8,13,P1-21,2021,1,8013,11,venuplus
8,14,P2-21,2021,2,8014,11,venuplus
8,15,P3-21,2021,3,8015,11,venuplus
8,16,P4-21,2021,4,8016,11,venuplus
8,17,P5-21,2021,5,8017,11,venuplus
8,18,P6-21,2021,6,8018,11,venuplus
8,19,P7-21,2021,7,8019,11,venuplus
8,20,P8-21,2021,8,8020,11,venuplus
8,21,P9-21,2021,9,8021,11,venuplus
8,22,P10-21,2021,10,8022,11,venuplus
8,23,P11-21,2021,11,8023,11,venuplus
8,24,P12-21,2021,12,8024,11,venuplus
8,25,P1-22,2022,1,8025,11,venuplus
8,26,P2-22,2022,2,8026,11,venuplus
8,27,P3-22,2022,3,8027,11,venuplus
8,28,P4-22,2022,4,8028,11,venuplus
8,29,P5-22,2022,5,8029,11,venuplus
8,30,P6-22,2022,6,8030,11,venuplus
8,31,P7-22,2022,7,8031,11,venuplus
8,32,P8-22,2022,8,8032,11,venuplus
8,33,P9-22,2022,9,8033,11,venuplus
8,34,P10-22,2022,10,8034,11,venuplus
8,35,P11-22,2022,11,8035,11,venuplus
8,36,P12-22,2022,12,8036,11,venuplus
8,37,P1-23,2023,1,8037,11,venuplus
8,38,P2-23,2023,2,8038,11,venuplus
8,39,P3-23,2023,3,8039,11,venuplus
8,40,P4-23,2023,4,8040,11,venuplus
8,41,P5-23,2023,5,8041,11,venuplus
8,42,P6-23,2023,6,8042,11,venuplus
8,43,P7-23,2023,7,8043,11,venuplus
8,44,P8-23,2023,8,8044,11,venuplus
8,45,P9-23,2023,9,8045,11,venuplus
8,46,P10-23,2023,10,8046,11,venuplus
8,47,P11-23,2023,11,8047,11,venuplus
8,48,P12-23,2023,12,8048,11,venuplus
8,49,P1-24,2024,1,8049,11,venuplus
8,50,P2-24,2024,2,8050,11,venuplus
8,51,P3-24,2024,3,8051,11,venuplus
8,52,P4-24,2024,4,8052,11,venuplus
8,53,P5-24,2024,5,8053,11,venuplus
8,54,P6-24,2024,6,8054,11,venuplus
8,55,P7-24,2024,7,8055,11,venuplus
8,56,P8-24,2024,8,8056,11,venuplus
8,57,P9-24,2024,9,8057,11,venuplus
8,58,P10-24,2024,10,8058,11,venuplus
9,1,P1-20,2020,1,9001,11,venuplus
9,2,P2-20,2020,2,9002,11,venuplus
9,3,P3-20,2020,3,9003,11,venuplus
9,4,P4-20,2020,4,9004,11,venuplus
9,5,P5-20,2020,5,9005,11,venuplus
9,6,P6-20,2020,6,9006,11,venuplus
9,7,P7-20,2020,7,9007,11,venuplus
9,8,P8-20,2020,8,9008,11,venuplus
9,9,P9-20,2020,9,9009,11,venuplus
9,10,P10-20,2020,10,9010,11,venuplus
9,11,P11-20,2020,11,9011,11,venuplus
9,12,P12-20,2020,12,9012,11,venuplus
9,13,P1-21,2021,1,9013,11,venuplus
9,14,P2-21,2021,2,9014,11,venuplus
9,15,P3-21,2021,3,9015,11,venuplus
9,16,P4-21,2021,4,9016,11,venuplus
9,17,P5-21,2021,5,9017,11,venuplus
9,18,P6-21,2021,6,9018,11,venuplus
9,19,P7-21,2021,7,9019,11,venuplus
9,20,P8-21,2021,8,9020,11,venuplus
9,21,P9-21,2021,9,9021,11,venuplus
9,22,P10-21,2021,10,9022,11,venuplus
9,23,P11-21,2021,11,9023,11,venuplus
9,24,P12-21,2021,12,9024,11,venuplus
9,25,P1-22,2022,1,9025,11,venuplus
9,26,P2-22,2022,2,9026,11,venuplus
9,27,P3-22,2022,3,9027,11,venuplus
9,28,P4-22,2022,4,9028,11,venuplus
9,29,P5-22,2022,5,9029,11,venuplus
9,30,P6-22,2022,6,9030,11,venuplus
9,31,P7-22,2022,7,9031,11,venuplus
9,32,P8-22,2022,8,9032,11,venuplus
9,33,P9-22,2022,9,9033,11,venuplus
9,34,P10-22,2022,10,9034,11,venuplus
9,35,P11-22,2022,11,9035,11,venuplus
9,36,P12-22,2022,12,9036,11,venuplus
9,37,P1-23,2023,1,9037,11,venuplus
9,38,P2-23,2023,2,9038,11,venuplus
9,39,P3-23,2023,3,9039,11,venuplus
9,40,P4-23,2023,4,9040,11,venuplus
9,41,P5-23,2023,5,9041,11,venuplus
9,42,P6-23,2023,6,9042,11,venuplus
9,43,P7-23,2023,7,9043,11,venuplus
9,44,P8-23,2023,8,9044,11,venuplus
9,45,P9-23,2023,9,9045,11,venuplus
9,46,P10-23,2023,10,9046,11,venuplus
9,47,P11-23,2023,11,9047,11,venuplus
9,48,P12-23,2023,12,9048,11,venuplus
9,49,P1-24,2024,1,9049,11,venuplus
9,50,P2-24,2024,2,9050,11,venuplus
9,51,P3-24,2024,3,9051,11,venuplus
9,52,P4-24,2024,4,9052,11,venuplus
9,53,P5-24,2024,5,9053,11,venuplus
9,54,P6-24,2024,6,9054,11,venuplus
9,55,P7-24,2024,7,9055,11,venuplus
9,56,P8-24,2024,8,9056,11,venuplus
9,57,P9-24,2024,9,9057,11,venuplus
9,58,P10-24,2024,10,9058,11,venuplus
10,1,P1-20,2020,1,10001,11,venuplus
10,2,P2-20,2020,2,10002,11,venuplus
10,3,P3-20,2020,3,10003,11,venuplus
10,4,P4-20,2020,4,10004,11,venuplus
10,5,P5-20,2020,5,10005,11,venuplus
10,6,P6-20,2020,6,10006,11,venuplus
10,7,P7-20,2020,7,10007,11,venuplus
10,8,P8-20,2020,8,10008,11,venuplus
10,9,P9-20,2020,9,10009,11,venuplus
10,10,P10-20,2020,10,10010,11,venuplus
10,11,P11-20,2020,11,10011,11,venuplus
10,12,P12-20,2020,12,10012,11,venuplus
10,13,P1-21,2021,1,10013,11,venuplus
10,14,P2-21,2021,2,10014,11,venuplus
10,15,P3-21,2021,3,10015,11,venuplus
10,16,P4-21,2021,4,10016,11,venuplus
10,17,P5-21,2021,5,10017,11,venuplus
10,18,P6-21,2021,6,10018,11,venuplus
10,19,P7-21,2021,7,10019,11,venuplus
10,20,P8-21,2021,8,10020,11,venuplus
10,21,P9-21,2021,9,10021,11,venuplus
10,22,P10-21,2021,10,10022,11,venuplus
10,23,P11-21,2021,11,10023,11,venuplus
10,24,P12-21,2021,12,10024,11,venuplus
10,25,P1-22,2022,1,10025,11,venuplus
10,26,P2-22,2022,2,10026,11,venuplus
10,27,P3-22,2022,3,10027,11,venuplus
10,28,P4-22,2022,4,10028,11,venuplus
10,29,P5-22,2022,5,10029,11,venuplus
10,30,P6-22,2022,6,10030,11,venuplus
10,31,P7-22,2022,7,10031,11,venuplus
10,32,P8-22,2022,8,10032,11,venuplus
10,33,P9-22,2022,9,10033,11,venuplus
10,34,P10-22,2022,10,10034,11,venuplus
10,35,P11-22,2022,11,10035,11,venuplus
10,36,P12-22,2022,12,10036,11,venuplus
10,37,P1-23,2023,1,10037,11,venuplus
10,38,P2-23,2023,2,10038,11,venuplus
10,39,P3-23,2023,3,10039,11,venuplus
10,40,P4-23,2023,4,10040,11,venuplus
10,41,P5-23,2023,5,10041,11,venuplus
10,42,P6-23,2023,6,10042,11,venuplus
10,43,P7-23,2023,7,10043,11,venuplus
10,44,P8-23,2023,8,10044,11,venuplus
10,45,P9-23,2023,9,10045,11,venuplus
10,46,P10-23,2023,10,10046,11,venuplus
10,47,P11-23,2023,11,10047,11,venuplus
10,48,P12-23,2023,12,10048,11,venuplus
10,49,P1-24,2024,1,10049,11,venuplus
10,50,P2-24,2024,2,10050,11,venuplus
10,51,P3-24,2024,3,10051,11,venuplus
10,52,P4-24,2024,4,10052,11,venuplus
10,53,P5-24,2024,5,10053,11,venuplus
10,54,P6-24,2024,6,10054,11,venuplus
10,55,P7-24,2024,7,10055,11,venuplus
10,56,P8-24,2024,8,10056,11,venuplus
10,57,P9-24,2024,9,10057,11,venuplus
10,58,P10-24,2024,10,10058,11,venuplus
